"","country","variable","low","high","peak"
"114","French Guiana","AH",21.7436031111111,23.3990808888889,20
"115","French Guiana","flu",1.63636363636364e-05,0.000691375,37
"116","French Guiana","PRCP",10.8927778888889,173.376667666667,21
"117","French Guiana","RH",0.828134555555556,0.960760166666667,20
"118","French Guiana","T",25.6373456790123,27.3672839506173,39
"119","Germany","AH",4.2130495,11.9922246111111,30
"120","Germany","flu",4.29411764705882e-06,0.0020476875,4
"121","Germany","PRCP",7.27499994444444,25.9261106666667,30
"122","Germany","RH",0.664122722222222,0.884924,48
"123","Germany","T",-0.0192901234567897,19.0717592592593,31
"124","Ghana","AH",18.5283520555556,23.4511522352941,18
"125","Ghana","flu",4.2e-05,0.001545,13
"126","Ghana","RH",0.692260411764706,0.917035777777778,29
"127","Ghana","T",25.0574074074074,29.5779320987654,10
"128","Greece","AH",6.93361322222222,16.3101531666667,31
"129","Greece","flu",0,0.0137523333333333,53
"130","Greece","PRCP",0.135555555555556,26.2922222222222,13
"131","Greece","RH",0.594758166666667,0.786206944444444,47
"132","Greece","T",9.70756172839506,26.9567901234568,31
"133","Honduras","AH",16.7879367777778,21.8526391666667,39
"134","Honduras","flu",6.38333333333333e-05,0.002264,31
"135","Honduras","RH",0.678743666666667,0.878687611111111,42
"136","Honduras","T",23.4621913580247,28.4930555555556,18
"137","Iceland","AH",3.44722505555556,8.72275016666667,31
"138","Iceland","flu",0,0.0319683571428571,8
"139","Iceland","PRCP",18.8577778333333,55.8277784444444,42
"140","Iceland","RH",0.745810722222222,0.848308277777778,31
"141","Iceland","T",-1.07638888888889,11.4027777777778,31
"142","India","AH",10.2954627222222,23.9294613888889,29
"143","India","flu",0,0.000115181818181818,33
"144","India","PRCP",0,271.7433375,31
"145","India","RH",0.490355166666667,0.886051611111111,33
"146","India","T",19.0648148148148,31.4012345679012,21
"147","Indonesia","AH",21.6035756666667,23.9776411111111,18
"148","Indonesia","flu",1.6e-05,0.000139,5
"149","Indonesia","RH",0.833258222222222,0.900224111111111,5
"150","Indonesia","T",27.0817901234568,28.0092592592593,20
"151","Iraq","AH",5.845073,10.0754850909091,34
"152","Iraq","flu",0,0.003289,46
"153","Iraq","RH",0.213803583333333,2.45483009090909,29
"154","Iraq","T",9.65025252525253,35.1868686868687,27
"155","Ireland","AH",5.75518433333333,11.5013550555556,32
"156","Ireland","flu",0.0001794,0.0141551,1
"157","Ireland","PRCP",11.8888890555556,29.4383328888889,47
"158","Ireland","RH",0.797306777777778,0.894102388888889,47
"159","Ireland","T",5.34413580246914,15.5092592592593,30
"160","Israel","AH",7.21506122222222,18.3284547777778,33
"161","Israel","flu",0,0.064696,31
"162","Israel","PRCP",0.0611111111111111,36.9383337777778,2
"163","Israel","RH",0.535282833333333,0.657562888888889,2
"164","Israel","T",12.7793209876543,28.5601851851852,31
"165","Italy","AH",5.34720816666667,15.9144613888889,33
"166","Italy","flu",9.09090909090909e-06,0.0049825,30
"167","Italy","PRCP",0.71,37.0305543333333,49
"168","Italy","RH",0.650926333333333,0.821965277777778,43
"169","Italy","T",5.75925925925926,25.5077160493827,31
"170","Jamaica","AH",19.0534205,24.2395790555556,37
"171","Jamaica","flu",4.12222222222222e-05,0.0025415,37
"172","Jamaica","PRCP",8.30944466666667,109.937776555556,40
"173","Jamaica","RH",0.771651777777778,0.856133277777778,38
"174","Jamaica","T",25.9753086419753,29.1666666666667,26
"175","Japan","AH",3.92367633333333,21.6391458333333,32
"176","Japan","flu",0.000127875,0.00553423529411765,3
"177","Japan","PRCP",12.3505553333333,77.8766671111111,39
"178","Japan","RH",0.593850777777778,0.856027,28
"179","Japan","T",4.07253086419753,27.5416666666667,32
"180","Kazakhstan","AH",1.39214872222222,10.9734443333333,29
"181","Kazakhstan","flu",0,0.0021954,5
"182","Kazakhstan","RH",0.454333222222222,0.738771277777778,51
"183","Kazakhstan","T",-13.5223765432099,24.0640432098765,31
"184","Kenya","AH",11.7216474444444,15.0163558888889,18
"185","Kenya","flu",0,0.001252375,39
"186","Kenya","PRCP",7.74555555555556,70.1344430555556,19
"187","Kenya","RH",0.5819715,0.831794388888889,18
"188","Kenya","T",19.1875,22.9675925925926,8
"189","Kyrgyzstan","AH",2.39646727777778,10.3525745,29
"190","Kyrgyzstan","flu",0,0.002402,48
"191","Kyrgyzstan","RH",0.445772611111111,0.729098222222222,48
"192","Kyrgyzstan","T",-5.2716049382716,24.0416666666667,31
"193","Latvia","AH",3.14864872222222,13.0566627777778,30
"194","Latvia","flu",0,0.0335025625,10
"195","Latvia","PRCP",8.02833333333333,26.3605556111111,26
"196","Latvia","RH",0.647262555555556,0.892488666666667,45
"197","Latvia","T",-4.64197530864197,18.6033950617284,30
"198","Luxembourg","AH",4.27468422222222,11.3884240555556,30
"199","Luxembourg","flu",0,0.086044,38
"200","Luxembourg","RH",0.633241444444444,0.899576555555556,46
"201","Luxembourg","T",0.336419753086419,19.358024691358,30
"202","Madagascar","AH",14.3870095555556,23.1414689444444,4
"203","Madagascar","flu",9.15833333333333e-05,0.000729230769230769,44
"204","Madagascar","PRCP",2.46333333333333,92.4861124444444,52
"205","Madagascar","RH",0.724341777777778,0.874954222222222,5
"206","Madagascar","T",21.9158950617284,27.5200617283951,4
"207","Malaysia","AH",22.518119,24.4807798333333,18
"208","Malaysia","flu",1.9875e-05,0.000317875,32
"209","Malaysia","PRCP",17.6433332777778,102.233330055556,48
"210","Malaysia","RH",0.871790222222222,0.922190777777778,47
"211","Malaysia","T",26.5617283950617,28.2530864197531,21
"212","Mexico","AH",9.4494705,20.2883957222222,35
"213","Mexico","flu",0.000106928571428571,0.0042995,40
"214","Mexico","PRCP",1.10111111111111,46.3422228333333,28
"215","Mexico","RH",0.537598777777778,0.778695444444444,36
"216","Mexico","T",17.8047839506173,28.1118827160494,32
"217","Mongolia","AH",0.632838,10.1863165555556,29
"218","Mongolia","flu",0,0.0136359,43
"219","Mongolia","PRCP",0.983333333333333,14.5144442222222,26
"220","Mongolia","RH",0.388339944444444,0.670696166666667,2
"221","Mongolia","T",-21.6481481481481,20.008487654321,29
"222","Morocco","AH",7.84579766666667,15.7636136666667,34
"223","Morocco","flu",0,0.000822230769230769,50
"224","Morocco","RH",0.614737388888889,0.767896,1
"225","Morocco","T",11.6990740740741,26.1520061728395,31
"226","Netherlands","AH",5.11031638888889,12.8415263888889,30
"227","Netherlands","flu",5.96e-05,0.005793,31
"228","Netherlands","PRCP",7.54222244444444,33.0588899444444,46
"229","Netherlands","RH",0.751012222222222,0.908616333333333,48
"230","Netherlands","T",2.46759259259259,18.1566358024691,31
"231","New Caledonia","AH",13.2710153888889,22.2049504444444,9
"232","New Caledonia","flu",0.000331846153846154,0.0380874285714286,34
"233","New Caledonia","PRCP",4.49444461111111,63.6183323888889,10
"234","New Caledonia","RH",0.759374722222222,0.901684166666667,12
"235","New Caledonia","T",20.1373456790123,26.7839506172839,8
"236","New Zealand","AH",6.8487125,12.1233852777778,5
"237","New Zealand","flu",0,0.0141433125,28
"238","New Zealand","PRCP",11.9838890555556,41.1994442777778,22
"239","New Zealand","RH",0.762430888888889,0.836103888888889,21
"240","New Zealand","T",8.48765432098766,17.5925925925926,6
"241","Niger","AH",4.27834738888889,21.0042553888889,34
"242","Niger","flu",0,0.00033725,8
"243","Niger","RH",0.138028888888889,0.775761722222222,33
"244","Niger","T",22.1396604938272,34.4382716049383,17
"245","Norway","AH",3.25236283333333,9.94130561111111,30
"246","Norway","flu",5.3125e-05,0.0334595,45
"247","Norway","PRCP",11.5022222777778,33.7111098333333,27
"248","Norway","RH",0.687729055555556,0.809055944444444,38
"249","Norway","T",-2.39351851851852,14.5123456790123,31
"250","Oman","AH",10.3730152222222,20.3994943888889,34
"251","Oman","flu",0.000271666666666667,0.008905,5
"252","Oman","RH",0.436951944444444,0.658658333333333,34
"253","Oman","T",19.9274691358025,32.5401234567901,24
"254","Pakistan","AH",6.93467655555556,23.9356431666667,32
"255","Pakistan","flu",1.83333333333333e-06,0.000279,1
"256","Pakistan","RH",0.395672,0.756517944444444,32
"257","Pakistan","T",11.7206790123457,32.7793209876543,25
"258","Panama","AH",19.2257533333333,23.4285182777778,24
"259","Panama","flu",0,0.00475683333333333,26
"260","Panama","RH",0.6643165,0.904557944444444,44
"261","Panama","T",26.5462962962963,29.2839506172839,16
"262","Paraguay","AH",10.5818248333333,20.123856,4
"263","Paraguay","flu",0,0.00476281818181818,26
"264","Paraguay","PRCP",7.5016665,38.0455545,48
"265","Paraguay","RH",0.599563666666667,0.796085722222222,22
"266","Paraguay","T",17.1327160493827,28.329475308642,2
"267","Peru","AH",12.9475302777778,17.8701457777778,9
"268","Peru","flu",0.000133181818181818,0.00118518181818182,30
"269","Peru","PRCP",0,3.97444444444444,6
"270","Peru","RH",0.755366611111111,0.840264666666667,23
"271","Peru","T",18.5478395061728,24.4027777777778,8
"272","Philippines","AH",21.7448028888889,25.1127049444444,23
"273","Philippines","flu",0,0.001495,26
"274","Philippines","PRCP",6.61,239.964439888889,31
"275","Philippines","RH",0.862112444444444,0.924651166666667,39
"276","Philippines","T",26.0555555555556,28.9506172839506,18
"277","Poland","AH",3.37743966666667,12.6116605,31
"278","Poland","flu",2.6e-06,0.00133792307692308,3
"279","Poland","PRCP",9.50833327777778,26.3472228333333,31
"280","Poland","RH",0.642297444444444,0.897978777777778,46
"281","Poland","T",-3.67361111111111,19.3086419753086,31
"282","Portugal","AH",8.01576461111111,14.3979142222222,33
"283","Portugal","flu",0,0.00355311111111111,47
"284","Portugal","PRCP",0.562222222222222,39.0244441666667,44
"285","Portugal","RH",0.694097277777778,0.832959833333333,1
"286","Portugal","T",10.9884259259259,22.9598765432099,32
"287","Romania","AH",3.31553827777778,14.3048504444444,31
"288","Romania","flu",0,0.00338633333333333,53
"289","Romania","PRCP",5.13388861111111,24.2738890555556,16
"290","Romania","RH",0.647895777777778,0.863320611111111,49
"291","Romania","T",-2.64814814814815,22.3796296296296,31
"292","Senegal","AH",9.41258394444444,24.4894431111111,37
"293","Senegal","flu",0,0.00350622222222222,42
"294","Senegal","PRCP",0,39.0522220555556,35
"295","Senegal","RH",0.378757444444444,0.897809944444444,34
"296","Senegal","T",25.1651234567901,31.2939814814815,20
"297","Singapore","AH",22.7744945,25.0520521111111,21
"298","Singapore","flu",0.00192328571428571,0.0216865714285714,32
"299","Singapore","PRCP",26.3722225,119.091666722222,52
"300","Singapore","RH",0.826934,0.905527444444444,51
"301","Singapore","T",26.9969135802469,29.3148148148148,21
"302","Slovakia","AH",3.15457083333333,12.9009318888889,31
"303","Slovakia","flu",0,0.00318666666666667,8
"304","Slovakia","PRCP",7.31333333333333,23.8138885,38
"305","Slovakia","RH",0.620521944444444,0.876187111111111,48
"306","Slovakia","T",-3.52469135802469,20.641975308642,31
"307","Slovenia","AH",3.70433627777778,13.704697,31
"308","Slovenia","flu",0.000269727272727273,0.0161132142857143,4
"309","Slovenia","PRCP",22.9638891666667,69.2777785,41
"310","Slovenia","RH",0.671155666666667,0.889417944444444,48
"311","Slovenia","T",-1.13503086419753,21.3371913580247,31
"312","South Africa","AH",5.47411833333333,14.0571366666667,4
"313","South Africa","flu",0,0.0011369375,23
"314","South Africa","PRCP",0.0388888888888889,27.9172222777778,5
"315","South Africa","RH",0.509964555555556,0.721990944444444,4
"316","South Africa","T",11.3348765432099,22.4791666666667,6
"317","Spain","AH",6.33290038888889,13.8839802222222,30
"318","Spain","flu",0,0.002666125,7
"319","Spain","PRCP",0.116666666666667,21.3461111666667,43
"320","Spain","RH",0.580731277777778,0.763842555555556,49
"321","Spain","T",8.60030864197531,25.1527777777778,31
"322","Sri Lanka","AH",20.5723845294118,24.9590168333333,19
"323","Sri Lanka","flu",0.000123125,0.001752,53
"324","Sri Lanka","PRCP",13.9494444444444,135.466115166667,24
"325","Sri Lanka","RH",0.824953647058824,0.927149294117647,47
"326","Sri Lanka","T",25.6265432098765,29.1134259259259,21
"327","Sweden","AH",3.1143585,11.3387966666667,30
"328","Sweden","flu",4.34e-05,0.0331005,52
"329","Sweden","PRCP",8.07388911111111,23.8955555,29
"330","Sweden","RH",0.675346833333333,0.894348722222222,45
"331","Sweden","T",-3.91435185185185,16.6466049382716,30
"332","Switzerland","AH",3.3769675,11.4934898888889,34
"333","Switzerland","flu",1.6125e-05,0.00747217647058824,6
"334","Switzerland","PRCP",15.382222,32.2216669444444,23
"335","Switzerland","RH",0.641435388888889,0.837189666666667,41
"336","Switzerland","T",-1.03240740740741,18.6342592592593,30
"337","Thailand","AH",15.5812558333333,23.8530332222222,22
"338","Thailand","flu",3.94615384615385e-05,0.0005182,36
"339","Thailand","PRCP",1.80833333333333,108.2527805,39
"340","Thailand","RH",0.700780666666667,0.888367055555556,38
"341","Thailand","T",24.2283950617284,30.0679012345679,16
"342","Tunisia","AH",6.82210566666667,17.0163675555556,33
"343","Tunisia","flu",0,0.007051,53
"344","Tunisia","RH",0.494871111111111,0.733043833333333,3
"345","Tunisia","T",11.7469135802469,29.3858024691358,34
"346","Turkey","AH",4.6158065,13.4267821111111,31
"347","Turkey","flu",0,0.002180625,47
"348","Turkey","RH",0.522123277777778,0.758698722222222,1
"349","Turkey","T",3.9891975308642,26.2631172839506,31
"350","Uganda","AH",13.6884375625,17.122980625,19
"351","Uganda","flu",0,0.000603166666666667,42
"352","Uganda","RH",0.6257295,0.8080150625,32
"353","Uganda","T",22.2769097222222,25.1614583333333,11
"354","Ukraine","AH",3.03288433333333,13.7600111666667,30
"355","Ukraine","flu",0,0.000904818181818182,11
"356","Ukraine","PRCP",6.32666655555556,20.9788893888889,15
"357","Ukraine","RH",0.593281833333333,0.882317222222222,48
"358","Ukraine","T",-4.72145061728395,22.2685185185185,30
"359","United Kingdom","AH",5.48813127777778,11.432182,32
"360","United Kingdom","flu",5.61e-05,0.00364023529411765,1
"361","United Kingdom","PRCP",9.50666655555555,26.4849996666667,35
"362","United Kingdom","RH",0.7712285,0.870639055555556,51
"363","United Kingdom","T",4.375,16.0617283950617,31
"364","Uruguay","AH",7.55311544444444,16.8692639444444,10
"365","Uruguay","flu",0,0.00508792857142857,26
"366","Uruguay","PRCP",6.20499994444444,34.3222235,26
"367","Uruguay","RH",0.6471505,0.83795,26
"368","Uruguay","T",10.5509259259259,24.7592592592593,4
"369","Vietnam","AH",15.8366665555556,24.6761082777778,25
"370","Vietnam","flu",0.000120285714285714,0.000380125,27
"371","Vietnam","PRCP",2.02722222222222,112.396114,38
"372","Vietnam","RH",0.860457055555556,0.919971222222222,46
"373","Vietnam","T",20.3634259259259,28.9375,23
