"","country","week","meanflu","meantemp","meanRH","meanAH","varflu","vartemp","day"
"1","Argentina",1,5.4e-05,24.3055555555556,0.652088916666667,14.41341175,7.75254545454545e-09,3.05204826038159,3.5
"2","Argentina",2,7.41538461538461e-05,23.8728632478633,0.644753307692308,13.9487504615385,2.61688076923077e-08,2.26414114434948,10.5
"3","Argentina",3,4.3e-05,23.4537037037037,0.626467,13.2298901666667,5.51945454545454e-09,1.19687616909839,17.5
"4","Argentina",4,3.68333333333333e-05,24.1666666666667,0.665274833333333,14.5909431666667,6.65869696969697e-09,1.49077581369248,24.5
"5","Argentina",5,3.69166666666667e-05,23.3842592592593,0.675131416666667,14.2885985833333,3.86590151515151e-09,4.15163206135428,31.5
"6","Argentina",6,6.56666666666667e-05,23.0416666666667,0.720570833333333,14.8922365833333,2.75709696969697e-08,2.4506874298541,38.5
"7","Argentina",7,5.14166666666667e-05,23.4606481481481,0.685359833333333,14.452065,6.81808333333333e-09,1.33395880097269,45.5
"8","Argentina",8,3.9e-05,22.6527777777778,0.733018416666667,14.83245825,5.00327272727273e-09,4.48085016835017,52.5
"9","Argentina",9,6.95e-05,22.2071759259259,0.733276916666667,14.5140170833333,1.83526363636364e-08,4.30623801674149,59.5
"10","Argentina",10,2.275e-05,22.4618055555556,0.759409583333333,15.1848485,1.14329545454545e-09,2.13331667368126,66.5
"11","Argentina",11,2.68333333333333e-05,20.4259259259259,0.74156525,13.3007315,2.41942424242424e-09,5.40184249906473,73.5
"12","Argentina",12,4.775e-05,19.7777777777778,0.730611416666667,12.4519355,6.20456818181818e-09,2.16456228956229,80.5
"13","Argentina",13,3.29166666666667e-05,18.7476851851852,0.755279083333333,12.150063,4.4697196969697e-09,2.79720234754957,87.5
"14","Argentina",14,4.58333333333333e-05,17.849537037037,0.73073,11.1521028333333,3.52415151515151e-09,3.20110245978302,94.5
