"","country","year","minflu","maxflu","peakflu","troughflu","minT","maxT","peakT","troughT","minRH","maxRH","peakRH","troughRH"
"856","United Kingdom",2007,0,0.002038,6,19,2.11111111111111,15.4166666666667,31,6,0.732169,0.924464,8,18
"857","United Kingdom",2008,0,0.004124,51,22,2.44444444444444,14.7777777777778,19,52,0.715722,0.910697,45,12
"858","United Kingdom",2010,0,0.031731,51,13,-2.38888888888889,16.9444444444444,26,51,0.699384,0.903256,3,16
"859","United Kingdom",2011,0,0.042167,1,36,2.83333333333333,16.2222222222222,31,1,0.617873,0.963193,41,18
"860","United Kingdom",2012,3.2e-05,0.007592,51,35,1.16666666666667,17.2777777777778,33,5,0.720138,0.935864,27,13
"861","United Kingdom",2013,0,0.010423,10,39,0.444444444444443,18.4444444444444,29,3,0.653592,0.930628,1,13
"862","Uruguay",1997,0,0,43,43,20.0555555555556,20.0555555555556,43,43,0.8683,0.8683,43,43
"863","Uruguay",1998,0,0,20,20,10.6527777777778,14.9027777777778,21,26,0.808829,0.965984,27,25
"864","Uruguay",1999,0,0.003929,26,18,7.97222222222222,16.8055555555556,18,33,0.634532,0.932811,26,32
"865","Uruguay",2001,0,0.000902,25,18,8.22222222222222,16.4722222222222,21,25,0.792713,0.901493,21,25
"866","Uruguay",2002,0,0.003005,33,23,7,15.2222222222222,34,24,0.669231,0.9884,27,36
"867","Uruguay",2003,0,0.006315,26,16,7.05555555555556,17.8888888888889,20,28,0.633749,0.966436,17,29
"868","Uruguay",2005,0,0.005112,33,15,8.55555555555556,20.9166666666667,31,29,0.67176,0.960193,24,40
"869","Uruguay",2006,0,0.002702,31,12,6.88888888888889,23.7222222222222,11,31,0.643735,0.915574,32,13
"870","Uruguay",2007,0,0.003894,27,11,6.05555555555556,22.4444444444444,16,28,0.617922,0.961223,13,30
"871","Uruguay",2008,0,0.003582,31,11,8.69444444444444,23.375,12,22,0.541114,0.937796,27,16
"872","Uruguay",2010,0,0.005926,41,27,7.33333333333333,26.7222222222222,51,31,0.424436,0.91153,35,49
"873","Uruguay",2011,0,0.022456,31,3,6.27777777777778,26.7777777777778,4,27,0.5074,0.887936,25,37
"874","Uruguay",2012,0,0.00324,29,1,6.94444444444444,27.6944444444444,7,23,0.558934,0.954127,26,3
"875","Uruguay",2013,0,0.005891,27,1,7.27777777777778,30.0416666666667,52,29,0.526638,0.976342,37,49
"876","Vietnam",2006,0,0.000396,32,1,19,29.5555555555556,28,2,0.710664,0.968631,1,20
"877","Vietnam",2007,0,0.000617,28,7,17.9444444444444,29.75,21,5,0.770964,0.987461,46,48
"878","Vietnam",2008,1.2e-05,0.000634,31,6,17.9444444444444,28.9722222222222,29,7,0.751015,0.985179,47,7
"879","Vietnam",2010,1.2e-05,0.000666,32,17,20.0833333333333,30,24,3,0.790476,0.930424,41,11
"880","Vietnam",2011,0,0.000469,8,5,18.6111111111111,29.2916666666667,29,5,0.797174,0.965042,40,13
"881","Vietnam",2012,0,0.000417,26,4,20.0555555555556,29.6666666666667,18,1,0.819496,0.94751,48,18
"882","Vietnam",2013,0,0.000518,24,7,15.9444444444444,29.5555555555556,20,51,0.71682,0.939301,42,52
